home_id,sale_contract_date,community_name,sale_type,total_sale_price,sqft
HS-GLN-000318,2025-07-03,Glenview Meadows,model,550617.0,2899
HS-GLN-000123,06/17/2024,Glenview Meadows,spec,473607.0,2495
HS-FVE-000322,2025-08-02,Fairview Estates,spec,455837.0,2544
HS-RIV-000263,2025-04-18,Riverbend Townhomes,model,330351.0,1569
HS-FVE-000047,2024-02-03,Fairview Estates,build,358670.0,2139
HS-GLN-000254,2025-03-03,Glenview Meadows,build,602608.0,2833
HS-CCR-000042,2024-01-25,Cedar Creek,spec,397867.0,1696
HS-GLN-000252,2025-03-04,Glenview Meadows,build,509642.0,2865
HS-RIV-000053,2024-02-22,Riverbend Townhomes,spec,367154.0,1541
HS-RIV-000091,2024-04-15,Riverbend Townhomes,build,327042.0,1985
HS-GLN-000207,2024-12-09,Glenview Meadows,spec,481757.0,2957
HS-RIV-000134,2024-07-01,Riverbend Townhomes,spec,402011.0,1300
HS-RIV-000356,2025-10-14,Riverbend Townhomes,build,324561.0,1450
HS-RIV-000237,2025-02-13,Riverbend Townhomes,spec,398885.0,1581
HS-RIV-000233,02/07/2025,Riverbend Townhomes,build,345896.0,1778
HS-CCR-000391,2025-12-22,Cedar Creek,spec,406093.0,1791
HS-FVE-000116,2024-06-02,Fairview Estates,spec,381260.0,1910
HS-FVE-000177,2024-11-17,Fairview Estates,spec,502438.0,2195
HS-FVE-000029,2024-01-05,Fairview Estates,spec,434094.0,2092
HS-RIV-000370,2025-11-26,Riverbend Townhomes,build,325335.0,1448
HS-RIV-000007,11/07/2023,Riverbend Townhomes,spec,342854.0,1770
HS-RIV-000021,2023-12-04,Riverbend Townhomes,build,323968.0,1381
HS-RIV-000355,2025-10-10,Riverbend Townhomes,build,372997.0,1496
HS-RIV-000092,2024-04-21,Riverbend Townhomes,build,383103.0,1524
HS-RIV-000203,2024-12-05,Riverbend Townhomes,spec,281990.0,1433
HS-RIV-000371,2025-11-18,Riverbend Townhomes,spec,361540.0,1952
HS-FVE-000381,2025-12-10,Fairview Estates,build,451699.0,2514
HS-FVE-000341,2025-10-09,Fairview Estates,build,406666.0,2210
HS-RIV-000036,2024-01-20,Riverbend Townhomes,build,352840.0,1205
HS-FVE-000323,2025-08-15,Fairview Estates,model,407454.0,2097
HS-FVE-000045,2024-02-27,Fairview Estates,build,539377.0,2223
HS-FVE-000286,2025-06-12,Fairview Estates,spec,443173.0,2299
HS-FVE-000163,2024-10-14,Fairview Estates,build,527194.0,2687
HS-GLN-000070,2024-03-01,Glenview Meadows,build,479862.0,2340
HS-CCR-000125,2024-06-22,Cedar Creek,build,370177.0,2396
HS-FVE-000062,2024-03-21,Fairview Estates,spec,425381.0,2408
HS-FVE-000158,2024-09-27,Fairview Estates,build,369889.0,2135
HS-FVE-000225,2025-02-12,Fairview Estates,build,444684.0,2069
HS-FVE-000307,2025-07-23,Fairview Estates,spec,433920.0,2395
HS-FVE-000050,2024-02-23,Fairview Est.,spec,337277.0,2133
HS-RIV-000150,2024-08-11,Riverbend Townhomes,spec,345416.0,25000
HS-FVE-000013,2023-12-26,Fairview Estates,model,369602.0,2380
HS-RIV-000336,2025-09-15,Riverbend Townhomes,build,370326.0,1627
HS-FVE-000095,2024-05-21,Fairview Estates,build,394063.0,2323
HS-GLN-000269,2025-04-23,Glenview Meadows,build,584385.0,2551
HS-FVE-000262,2025-04-28,Fairview Estates,spec,463883.0,2506
HS-FVE-000257,2025-04-25,Fairview Estates,spec,498671.0,2584
HS-RIV-000135,2024-07-10,Riverbend Townhomes,model,370189.0,1546
HS-FVE-000082,2024-04-18,Fairview Estates,model,465559.0,2324
HS-FVE-000065,2024-03-22,Fairview Estates,spec,420504.0,2668
HS-FVE-000309,2025-07-08,Fairview Estates,build,435342.0,2162
HS-FVE-000143,2024-08-07,Fairview Estates,build,468803.0,2380
HS-CCR-000390,2025-12-21,Cedar Creek,spec,442287.0,1808
HS-FVE-000229,2025-2-11,Fairview Estates,spec,439752.0,2059
HS-FVE-000078,2024-04-20,Fairview Estates,build,397271.0,2723
HS-FVE-000219,2025-01-05,Fairview Estates,build,423315.0,2237
HS-GLN-000372,2025-11-03,Glenview Meadows,spec,550816.0,2440
HS-FVE-000098,2024-05-18,Fairview Estates,build,417610.0,1908
HS-RIV-000202,2024-12-14,Riverbend Townhomes,spec,353637.0,1784
HS-RIV-000160,2024-09-11,Riverbend Townhomes,build,331933.0,1451
HS-CCR-000337,2025-09-08,Cedar Creek,spec,373561.0,2046
HS-RIV-000055,07-02-2024,Riverbend Townhomes,spec,357127.0,1854
HS-FVE-000147,2024-08-29,Fairview Estates,spec,327083.0,2104
HS-FVE-000362,2025-11-29,Fairview Estates,build,435058.0,2028
HS-CCR-000112,2024-05-11,Cedar Creek,build,411829.0,1484
HS-GLN-000094,2024-04-28,Glenview Meadows,build,438853.0,2432
HS-FVE-000339,2025-10-10,Fairview Estates (FVE),spec,469842.0,2011
HS-FVE-000114,2024-06-05,Fairview Estates,spec,420566.0,2181
HS-FVE-000310,2025-07-06,Fairview Estates,spec,402719.0,1906
HS-FVE-000003,2023-11-28,Fairview Estates,spec,439678.0,1722
HS-RIV-000037,2024-01-08,Riverbend Townhomes,spec,316502.0,1592
HS-RIV-000066,2024-03-30,Riverbend Townhomes,build,330268.0,1744
HS-FVE-000218,2025-01-10,Fairview Estates,spec,392869.0,2349
HS-RIV-000314,2025-07-24,Riverbend Townhomes,spec,318908.0,1728
HS-CCR-000191,2024-11-27,Cedar Creek,model,409333.0,2052
HS-GLN-000188,2024-11-02,Glenview Meadows,spec,579143.0,2422
HS-RIV-000173,2024-10-12,Riverbend Townhomes,build,375556.0,1529
HS-FVE-000361,2025-11-25,Fairview Estates - Phase 2,spec,469219.0,2136
HS-FVE-000118,2024-06-30,Fairview Estates,spec,437125.0,2209
HS-GLN-000138,2024-07-08,Glenview Meadows,build,551915.0,2809
HS-RIV-000333,2025-09-02,Riverbend Townhomes,spec,360338.0,1562
HS-RIV-000384,2025-12-25,Riverbend Townhomes,build,370525.0,2129
HS-GLN-000301,2025-06-27,Glenview Meadows,spec,458654.0,3224
HS-FVE-000144,2024-08-01,Fairview Estates,spec,490391.0,2301
HS-FVE-000217,2025-01-16,Fairview Estates,build,450097.0,2414
HS-FVE-000052,2024-02-24,Fairview Estates,spec,384091.0,2547
HS-FVE-000320,2025-08-28,Fairview Estates,build,363743.0,2514
HS-GLN-000238,2025-02-09,Glenview Meadows,spec,461981.0,2586
HS-FVE-000220,2025-01-11,Fairview Estates,spec,492692.0,2286
HS-RIV-000184,2024-11-20,Riverbend Townhomes,spec,347080.0,1692
HS-RIV-000334,2025-09-26,Riverbend Townhomes,spec,357646.0,1742
HS-FVE-000363,2025-11-23,Fairview Estates,build,429201.0,2033
HS-GLN-000025,2023-12-25,Glenview Meadows,spec,504602.0,2490
HS-CCR-000194,2024-11-18,Cedar Creek,spec,419560.0,2198
HS-FVE-000255,2025-04-28,Fairview Estates,spec,491690.0,2651
HS-FVE-000046,2024-02-01,Fairview Estates,spec,391479.0,2444
HS-GLN-000285,2025-05-14,Glenview Meadows,spec,467766.0,2305
HS-RIV-000103,2024-05-04,Riverbend Townhomes,spec,371813.0,1927
HS-FVE-000156,2024-09-25,Fairview Estates,spec,389516.0,1786
HS-FVE-000278,2025-05-17,Fairview Estates,spec,417879.0,2191
HS-GLN-000107,2024-05-02,Glenview Meadows,spec,416148.0,3033
HS-FVE-000048,2024-02-06,Fairview Estates,spec,448930.0,2182
HS-GLN-000111,2024-05-17,Glenview Meadows,spec,503117.0,2101
HS-RIV-000137,2024-07-03,Riverbend Townhomes,spec,345092.0,1666
HS-GLN-000109,2024-05-01,Glenview Meadows,build,617717.0,2186
HS-FVE-000065,2024-03-22,Fairview Estates,spec,420504.0,2668
HS-FVE-000260,2025-04-12,Fairview Estates - Phase 2,build,367737.0,2093
HS-RIV-000231,2025-02-27,Riverbend Townhomes,model,348090.0,1609
HS-RIV-000265,2025-04-21,Riverbend Townhomes,spec,345728.0,1489
HS-FVE-000080,2024-04-21,Fairview Estates,build,402034.0,2198
HS-GLN-000074,2024-03-13,Glenview Meadows,build,514595.0,2448
HS-FVE-000244,2025-03-08,Fairview Estates,build,480608.0,2340
HS-CCR-000302,2025-06-21,Cedar Creek,spec,466034.0,2218
HS-FVE-000096,2024-05-14,Fairview Estates,spec,425088.0,2362
HS-RIV-000204,2024-12-24,Riverbend Townhomes,spec,-100000.0,1374
HS-GLN-000024,2023-12-30,Glenview Meadows,build,473557.0,2492
HS-FVE-000049,2024-02-03,Fairview Estates,model,421302.0,2081
HS-FVE-000006,2023-11-30,Fairview Estates,spec,532380.0,2299
HS-RIV-000335,2025-09-23,Riverbend Townhomes,build,348296.0,1794
HS-GLN-000040,2024-01-16,Glenview Meadows,build,535030.0,2704
HS-FVE-000004,2023-11-12,Fairview Estates,spec,332436.0,2351
HS-RIV-000369,2025-11-16,Riverbend Townhomes,spec,365503.0,1808
HS-RIV-000033,2024-01-16,Riverbend Townhomes,build,310284.0,1548
HS-FVE-000012,2023-12-21,FairviewEstates,spec,-100000.0,2065
HS-RIV-000387,2025-12-06,Riverbend Townhomes,build,307140.0,1611
HS-FVE-000289,06/01/2025,Fairview Estates,spec,389929.0,2217
HS-FVE-000212,2025-01-05,Fairview Estates,spec,452043.0,2210
HS-FVE-000182,2024-11-04,Fairview Estates,build,462977.0,2169
HS-RIV-000106,2024-05-22,Riverbend Townhomes,model,323102.0,2107
HS-RIV-000099,2024-05-09,Riverbend Townhomes,spec,336741.0,1640
HS-GLN-000328,2025-08-22,Glenview Meadows,model,485968.0,2483
HS-RIV-000166,2024-10-23,Riverbend Townhomes,build,324264.0,1738
HS-CCR-000192,2024-11-23,Cedar Creek,build,302138.0,1930
HS-RIV-000186,2024-11-21,Riverbend Townhomes,spec,308623.0,1329
HS-RIV-000021,12/04/2023,Riverbend Townhomes,build,323968.0,1381
HS-CCR-000059,2024-02-01,Cedar Creek,build,444468.0,1962
HS-RIV-000368,2025-11-22,Riverbend Townhomes,build,395854.0,1456
HS-RIV-000056,2024-02-14,Riverbend Townhomes,build,330542.0,1787
HS-RIV-000295,2025-06-17,Riverbend Townhomes,spec,308098.0,1517
HS-FVE-000154,2024-09-04,Fairview Estates,spec,531548.0,2331
HS-RIV-000020,2023-12-19,Riverbend Townhomes,spec,297437.0,1838
HS-FVE-000305,2025-07-30,Fairview Estates,spec,400579.0,2509
HS-RIV-000161,2024-09-28,Riverbend Townhomes,spec,322651.0,1486
HS-RIV-000232,2025-02-21,Riverbend Townhomes,spec,388796.0,1203
HS-GLN-000239,2025-02-17,Glenview Meadows,spec,500599.0,2614
HS-GLN-000208,2024-12-05,Glenview Meadows,build,525793.0,2150
HS-FVE-000346,2025-10-22,Fairview Estates,spec,438423.0,2328
HS-CCR-000211,2024-12-10,Cedar Creek,build,362425.0,1903
HS-GLN-000299,2025-06-19,Glenview Meadows,build,560878.0,2518
HS-FVE-000014,2023-12-29,Fairview Estates,build,402923.0,2353
HS-FVE-000276,2025-05-25,FairviewEstates,spec,483525.0,2597
HS-FVE-000083,2024-04-17,Fairview Estates,spec,439799.0,2073
HS-RIV-000296,2025-06-07,Riverbend Townhomes,spec,323275.0,1403
HS-RIV-000104,2024-05-28,Riverbend Townhomes,spec,339951.0,1573
HS-FVE-000155,2024-09-21,Fairview Estates,spec,398140.0,2365
HS-RIV-000153,2024-08-08,Riverbend Townhomes,build,321921.0,1884
HS-GLN-000205,2024-12-08,Glenview Meadows,build,590026.0,3086
HS-RIV-000366,2025-11-17,Riverbend Townhomes,spec,337520.0,1628
HS-FVE-000146,2024-08-15,Fairview Est.,build,419205.0,1955
HS-FVE-000259,2025-04-03,FairviewEstates,spec,406348.0,1712
HS-CCR-000139,2024-07-19,Cedar Creek,build,290635.0,2090
HS-GLN-000057,2024-02-23,Glenview Meadows,build,465195.0,2463
HS-CCR-000193,2024-11-15,Cedar Creek,build,410099.0,1947
HS-FVE-000197,2024-12-22,Fairview Estates,spec,464711.0,2271
HS-GLN-000375,2025-11-25,Glenview Meadows,spec,503546.0,2300
HS-RIV-000018,2023-12-15,Riverbend Townhomes,build,350842.0,1927
HS-RIV-000016,2023-12-23,Riverbend Townhomes,spec,375391.0,1488
HS-FVE-000083,2024-04-17,Fairview Estates,spec,439799.0,2073
HS-FVE-000061,2024-03-26,Fairview Estates (FVE),spec,450199.0,2416
HS-RIV-000367,2025-11-27,Riverbend Townhomes,build,363193.0,1809
HS-FVE-000275,2025-05-13,Fairview Estates,build,434820.0,1943
HS-RIV-000325,2025-08-08,Riverbend Townhomes,build,293971.0,1814
HS-GLN-000038,2024-01-25,Glenview Meadows,spec,523769.0,2750
HS-FVE-000130,2024-07-24,Fairview Estates,build,452654.0,2408
HS-RIV-000349,2025-10-18,Riverbend Townhomes,spec,321937.0,1699
HS-FVE-000345,2025-10-08,Fairview Estates,spec,512248.0,1924
HS-FVE-000149,2024-08-04,Fairview Estates,build,477279.0,2290
HS-FVE-000028,2024-01-20,Fairview Estates,spec,473469.0,2451
HS-FVE-000131,2024-07-11,Fairview Estates,build,467320.0,2010
HS-RIV-000386,2025-12-07,Riverbend Townhomes,build,315172.0,1666
HS-RIV-000357,2025-10-13,Riverbend Townhomes,spec,375907.0,1665
HS-FVE-000201,2024-12-12,Fairview Estates,model,412180.0,2563
HS-FVE-000271,2025-05-09,Fairview Estates,spec,470206.0,2137
HS-FVE-000330,2025-09-21,Fairview Estates,spec,374482.0,2009
HS-RIV-000332,2025-09-21,Riverbend Townhomes,model,353951.0,1680
HS-GLN-000071,2024-03-12,Glenview Meadows,spec,490814.0,2662
HS-RIV-000171,2024-10-28,Riverbend Townhomes,build,346818.0,1785
HS-FVE-000027,2024-01-24,Fairview Estates,build,440302.0,2181
HS-RIV-000151,2024-08-25,Riverbend Townhomes,spec,359301.0,1932
HS-FVE-000129,2024-07-11,Fairview Estates,build,406929.0,2389
HS-FVE-000249,2025-03-27,Fairview Estates,build,454541.0,1944
HS-FVE-000119,2024-06-15,Fairview Estates,spec,524966.0,2122
HS-FVE-000311,2025-07-09,Fairview Estates,spec,433487.0,2377
HS-GLN-000209,2024-12-20,Glenview Meadows,model,498596.0,2248
HS-FVE-000292,2025-06-25,Fairview Estates,build,418987.0,2388
HS-FVE-000128,2024-07-23,Fairview Estates (FVE),build,436959.0,2427
HS-FVE-000216,2025-01-19,Fairview Estates,build,404486.0,2081
HS-RIV-000294,2025-06-17,Riverbend Townhomes,build,329377.0,1732
HS-FVE-000261,2025-04-11,Fairview Estates,build,400319.0,1874
HS-FVE-000227,2025-02-19,Fairview Estates,spec,457132.0,2188
HS-CCR-000392,2025-12-20,Cedar Creek,build,376868.0,1609
HS-RIV-000354,2025-10-08,Riverbend Townhomes,spec,333729.0,50
HS-FVE-000081,2024-04-26,Fairview Estates,spec,417636.0,2401
HS-FVE-000304,2025-07-31,Fairview Estates,build,416927.0,1903
HS-CCR-000139,2024-07-19,Cedar Creek,build,290635.0,2090
HS-FVE-000215,2025-01-08,Fairview Estates,build,453357.0,2110
HS-RIV-000090,2024-04-05,Riverbend Townhomes,spec,325842.0,1689
HS-CCR-000303,2025-06-12,Cedar Creek,spec,445245.0,1698
HS-CCR-000113,2024-05-23,Cedar Creek,spec,340444.0,2122
HS-RIV-000352,2025-10-03,Riverbend Townhomes,spec,394341.0,1762
HS-RIV-000298,2025-06-07,Riverbend Townhomes,build,296931.0,1306
HS-FVE-000272,2025-05-09,Fairview Estates,spec,405826.0,2118
HS-FVE-000230,2025-02-22,Fairview Estates,spec,356129.0,2058
HS-FVE-000001,2023-11-24,Fairview Estates,spec,445703.0,1968
HS-RIV-000185,2024-11-27,Riverbend Townhomes,build,374478.0,1523
HS-FVE-000199,2024-12-02,Fairview Estates,spec,433291.0,50
HS-FVE-000181,2024-11-02,Fairview Estates,spec,416079.0,2250
HS-FVE-000030,2024-01-02,Fairview Estates,spec,426797.0,2140
HS-FVE-000127,2024-07-30,Fairview Estates,spec,396857.0,2064
HS-FVE-000178,2024-11-21,Fairview Estates,spec,440241.0,2446
HS-RIV-000168,2024-10-24,Riverbend Townhomes,build,347040.0,1695
HS-CCR-000076,2024-03-18,Cedar Creek,spec,436965.0,2057
HS-FVE-000148,2024-08-13,Fairview Estates,build,485436.0,2452
HS-RIV-000100,2024-05-06,Riverbend Townhomes,build,389166.0,1691
HS-CCR-000377,2025-11-03,Cedar Creek,spec,341884.0,1516
HS-GLN-000189,2024-11-17,Glenview Meadows,spec,515534.0,2786
HS-RIV-000159,2024-09-06,Riverbend Townhomes,spec,371165.0,1524
HS-RIV-000235,2025-02-09,Riverbend Townhomes,spec,317775.0,1647
HS-CCR-000211,2024-12-04,Cedar Creek,build,362425.0,1903
HS-FVE-000195,2024-12-03,Fairview Estates,build,480230.0,1976
HS-GLN-000359,2025-10-19,Glenview Meadows,build,533891.0,1595
HS-FVE-000343,2025-10-02,Fairview Estates,build,491139.0,2327
HS-RIV-000297,2025-06-29,Riverbend Townhomes,spec,326955.0,1526
HS-RIV-000268,2025-04-20,Riverbend Townhomes,spec,341916.0,1672
HS-FVE-000005,2023-11-28,Fairview Estates,model,419958.0,2159
HS-FVE-000273,2025-05-02,Fairview Estates,spec,477579.0,1893
HS-FVE-000198,2024-12-10,Fairview Estates,build,386236.0,1607
HS-FVE-000179,2024-11-12,Fairview Estates,build,540430.0,2146
HS-GLN-000223,2025-01-09,Glenview Meadows,model,592539.0,2168
HS-FVE-000142,2024-08-20,Fairview Estates,build,455311.0,2768
HS-GLN-000023,2023-12-21,Glenview Meadows,build,488214.0,2754
HS-FVE-000248,2025-03-23,Fairview Estates,spec,450240.0,1701
HS-RIV-000032,2024-01-20,Riverbend Townhomes,model,376542.0,1580
HS-RIV-000122,2024-06-03,Riverbend Townhomes,spec,348810.0,1562
HS-FVE-000347,2025-10-19,Fairview Estates,build,376378.0,2428
HS-FVE-000133,2024-07-20,Fairview Estates,spec,440389.0,1974
HS-FVE-000043,2024-02-12,Fairview Estates,spec,377257.0,2380
HS-FVE-000378,2025-12-11,Fairview Estates,spec,333030.0,2421
HS-RIV-000353,2025-10-07,Riverbend Townhomes,build,334642.0,1833
HS-CCR-000026,09-12-2023,Cedar Creek,spec,395716.0,1688
HS-RIV-000102,2024-05-14,Riverbend Townhomes,spec,314544.0,1481
HS-FVE-000063,2024-03-30,Fairview Estates,spec,440842.0,2761
HS-RIV-000137,2024-07-05,Riverbend Townhomes,spec,345092.0,1666
HS-FVE-000344,2025-10-28,Fairview Est.,spec,396839.0,2250
HS-CCR-000075,2024-03-24,Cedar Creek,build,389059.0,2029
HS-GLN-000041,2024-01-24,Glenview Meadows,build,571240.0,3137
HS-RIV-000250,2025-03-01,Riverbend Townhomes,build,373938.0,1601
HS-RIV-000105,2024-05-22,Riverbend Townhomes,build,375379.0,1662
HS-RIV-000221,2025-01-27,Riverbend Townhomes,model,299204.0,1784
HS-FVE-000256,2025-04-20,Fairview Estates,build,415502.0,1920
HS-RIV-000236,2025-02-22,Riverbend Townhomes,spec,296397.0,2004
HS-CCR-000124,2024-06-03,Cedar Creek,build,505800.0,1844
HS-GLN-000210,2024-12-18,Glenview Meadows,spec,654140.0,2400
HS-RIV-000316,2025-07-02,Riverbend Townhomes,spec,361368.0,1672
HS-FVE-000307,2025-07-23,Fairview Estates,spec,432920.0,50
HS-RIV-000022,2023-12-11,Riverbend Townhomes,spec,344073.0,1759
HS-RIV-000054,2024-02-03,Riverbend Townhomes,spec,318011.0,50
HS-RIV-000120,2024-06-24,Riverbend Townhomes,spec,366005.0,1735
HS-GLN-000373,2025-11-10,Glenview Meadows,build,574553.0,3028
HS-FVE-000011,2023-12-08,Fairview Estates,build,452579.0,2206
HS-RIV-000035,2024-01-26,Riverbend Townhomes,spec,359473.0,1430
HS-FVE-000165,2024-10-1,Fairview Estates,spec,434389.0,2154
HS-RIV-000234,2025-02-14,Riverbend Townhomes,spec,297216.0,1759
HS-GLN-000009,2023-11-29,Glenview Meadows,build,496812.0,2252
HS-FVE-000306,2025-07-12,Fairview Estates,model,336577.0,2075
HS-RIV-000313,2025-07-17,Riverbend Townhomes,spec,326842.0,1860
HS-RIV-000067,2024-03-10,Riverbend Townhomes,build,374895.0,1652
HS-FVE-000141,2024-08-08,Fairview Estates,build,370857.0,2486
HS-FVE-000064,2024-03-31,Fairview Estates,spec,382657.0,2257
HS-FVE-000002,2023-11-21,Fairview Estates,model,411221.0,2336
HS-FVE-000286,2025-06-11,Fairview Estates,spec,443173.0,2299
HS-GLN-000093,2024-04-06,Glenview Meadows,spec,432829.0,2835
HS-RIV-000019,2023-12-31,Riverbend Townhomes,spec,335484.0,1476
HS-FVE-000051,2024-02-10,Fairview Estates,build,455203.0,2641
HS-CCR-000329,2025-08-21,Cedar Creek,build,394898.0,1720
HS-FVE-000117,2024-06-26,Fairview Estates,build,402011.0,2253
HS-FVE-000145,2024-08-27,Fairview Estates,build,433481.0,1963
HS-FVE-000243,2025-03-27,Fairview Estates,spec,502479.0,2289
HS-RIV-000087,2024-04-30,Riverbend Townhomes,spec,378134.0,1789
HS-FVE-000382,2025-12-05,Fairview Estates,model,461771.0,1886
HS-FVE-000380,11-12-2025,Fairview Estates,model,458096.0,2224
HS-GLN-000190,2024-11-15,Glenview Meadows,spec,597072.0,2807
